time,event_type,floor,destination,direction,elevator_id,details
260.04,elevator_moved,2,,,Elevator_3,"Direction: DOWN, From: F3, Passengers: 0"
261.07,passenger_boarded,2,4,UP,Elevator_3,Current load: 2
261.07,passenger_boarded,2,7,UP,Elevator_3,Current load: 2
261.79,passenger_generated,1,6,UP,,Passenger P_0_26179
262.00,passenger_generated,5,6,UP,,Passenger P_4_26199
261.08,elevator_moved,7,,,Elevator_1,"Direction: UP, From: F6, Passengers: 1"
261.08,passenger_alighted,7,,,Elevator_1,Remaining load: 0
261.08,elevator_moved,6,,,Elevator_2,"Direction: IDLE, From: F6, Passengers: 0"
261.08,elevator_moved,3,,,Elevator_3,"Direction: UP, From: F2, Passengers: 2"
262.92,passenger_generated,1,5,UP,,Passenger P_0_26292
262.12,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 0"
262.12,elevator_moved,5,,,Elevator_2,"Direction: DOWN, From: F6, Passengers: 0"
262.12,elevator_moved,4,,,Elevator_3,"Direction: UP, From: F3, Passengers: 2"
262.12,passenger_alighted,4,,,Elevator_3,Remaining load: 1
263.14,passenger_boarded,5,4,DOWN,Elevator_2,Current load: 1
263.92,passenger_generated,7,6,DOWN,,Passenger P_6_26391
263.95,passenger_generated,6,2,DOWN,,Passenger P_5_26394
263.16,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 0"
263.16,elevator_moved,4,,,Elevator_2,"Direction: DOWN, From: F5, Passengers: 1"
263.16,passenger_alighted,4,,,Elevator_2,Remaining load: 0
263.16,elevator_moved,5,,,Elevator_3,"Direction: UP, From: F4, Passengers: 1"
264.19,passenger_boarded,5,6,UP,Elevator_3,Current load: 2
264.20,elevator_moved,5,,,Elevator_1,"Direction: IDLE, From: F5, Passengers: 0"
264.20,elevator_moved,3,,,Elevator_2,"Direction: DOWN, From: F4, Passengers: 0"
264.20,elevator_moved,6,,,Elevator_3,"Direction: UP, From: F5, Passengers: 2"
264.20,passenger_alighted,6,,,Elevator_3,Remaining load: 1
265.24,elevator_moved,5,,,Elevator_1,"Direction: IDLE, From: F5, Passengers: 0"
265.24,elevator_moved,2,,,Elevator_2,"Direction: DOWN, From: F3, Passengers: 0"
265.24,elevator_moved,7,,,Elevator_3,"Direction: UP, From: F6, Passengers: 1"
265.24,passenger_alighted,7,,,Elevator_3,Remaining load: 0
266.27,passenger_boarded,7,6,DOWN,Elevator_3,Current load: 1
266.28,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 0"
266.28,elevator_moved,1,,,Elevator_2,"Direction: DOWN, From: F2, Passengers: 0"
266.28,elevator_moved,6,,,Elevator_3,"Direction: DOWN, From: F7, Passengers: 1"
266.28,passenger_alighted,6,,,Elevator_3,Remaining load: 0
267.30,passenger_boarded,1,4,UP,Elevator_2,Current load: 3
267.30,passenger_boarded,1,6,UP,Elevator_2,Current load: 3
267.30,passenger_boarded,1,5,UP,Elevator_2,Current load: 3
267.55,passenger_generated,1,3,UP,,Passenger P_0_26755
267.32,elevator_moved,7,,,Elevator_1,"Direction: UP, From: F6, Passengers: 0"
267.32,elevator_moved,2,,,Elevator_2,"Direction: UP, From: F1, Passengers: 3"
267.32,elevator_moved,6,,,Elevator_3,"Direction: IDLE, From: F6, Passengers: 0"
268.35,passenger_boarded,6,2,DOWN,Elevator_3,Current load: 1
268.36,elevator_moved,7,,,Elevator_1,"Direction: IDLE, From: F7, Passengers: 0"
268.36,elevator_moved,3,,,Elevator_2,"Direction: UP, From: F2, Passengers: 3"
268.36,elevator_moved,5,,,Elevator_3,"Direction: DOWN, From: F6, Passengers: 1"
269.46,passenger_generated,1,3,UP,,Passenger P_0_26945
269.94,passenger_generated,5,1,DOWN,,Passenger P_4_26994
269.40,elevator_moved,7,,,Elevator_1,"Direction: IDLE, From: F7, Passengers: 0"
269.40,elevator_moved,4,,,Elevator_2,"Direction: UP, From: F3, Passengers: 3"
269.40,passenger_alighted,4,,,Elevator_2,Remaining load: 2
269.40,elevator_moved,4,,,Elevator_3,"Direction: DOWN, From: F5, Passengers: 1"
271.22,passenger_generated,7,5,DOWN,,Passenger P_6_27122
270.44,elevator_moved,7,,,Elevator_1,"Direction: IDLE, From: F7, Passengers: 0"
270.44,elevator_moved,5,,,Elevator_2,"Direction: UP, From: F4, Passengers: 2"
270.44,passenger_alighted,5,,,Elevator_2,Remaining load: 1
270.44,elevator_moved,3,,,Elevator_3,"Direction: DOWN, From: F4, Passengers: 1"
272.05,passenger_generated,5,1,DOWN,,Passenger P_4_27205
272.33,passenger_generated,4,1,DOWN,,Passenger P_3_27233
271.48,elevator_moved,7,,,Elevator_1,"Direction: IDLE, From: F7, Passengers: 0"
271.48,elevator_moved,6,,,Elevator_2,"Direction: UP, From: F5, Passengers: 1"
271.48,passenger_alighted,6,,,Elevator_2,Remaining load: 0
271.48,elevator_moved,2,,,Elevator_3,"Direction: DOWN, From: F3, Passengers: 1"
271.48,passenger_alighted,2,,,Elevator_3,Remaining load: 0
272.52,elevator_moved,7,,,Elevator_1,"Direction: IDLE, From: F7, Passengers: 0"
272.52,elevator_moved,5,,,Elevator_2,"Direction: DOWN, From: F6, Passengers: 0"
272.52,elevator_moved,1,,,Elevator_3,"Direction: DOWN, From: F2, Passengers: 0"
273.53,passenger_boarded,7,5,DOWN,Elevator_1,Current load: 1
273.54,passenger_boarded,5,1,DOWN,Elevator_2,Current load: 2
273.54,passenger_boarded,5,1,DOWN,Elevator_2,Current load: 2
273.55,passenger_boarded,1,3,UP,Elevator_3,Current load: 2
273.55,passenger_boarded,1,3,UP,Elevator_3,Current load: 2
273.56,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 1"
273.56,elevator_moved,4,,,Elevator_2,"Direction: DOWN, From: F5, Passengers: 2"
273.56,elevator_moved,2,,,Elevator_3,"Direction: UP, From: F1, Passengers: 2"
274.58,passenger_boarded,4,1,DOWN,Elevator_2,Current load: 3
274.87,passenger_generated,5,1,DOWN,,Passenger P_4_27486
275.14,passenger_generated,2,6,UP,,Passenger P_1_27513
274.60,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 1"
274.60,passenger_alighted,5,,,Elevator_1,Remaining load: 0
274.60,elevator_moved,3,,,Elevator_2,"Direction: DOWN, From: F4, Passengers: 3"
274.60,elevator_moved,3,,,Elevator_3,"Direction: UP, From: F2, Passengers: 2"
274.60,passenger_alighted,3,,,Elevator_3,Remaining load: 0
274.60,passenger_alighted,3,,,Elevator_3,Remaining load: 0
275.61,passenger_boarded,5,1,DOWN,Elevator_1,Current load: 1
275.89,passenger_generated,2,3,UP,,Passenger P_1_27588
275.97,passenger_generated,2,6,UP,,Passenger P_1_27597
275.64,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 1"
275.64,elevator_moved,2,,,Elevator_2,"Direction: DOWN, From: F3, Passengers: 3"
275.64,elevator_moved,4,,,Elevator_3,"Direction: UP, From: F3, Passengers: 0"
276.84,passenger_generated,1,3,UP,,Passenger P_0_27684
276.68,elevator_moved,3,,,Elevator_1,"Direction: DOWN, From: F4, Passengers: 1"
276.68,elevator_moved,1,,,Elevator_2,"Direction: DOWN, From: F2, Passengers: 3"
276.68,passenger_alighted,1,,,Elevator_2,Remaining load: 0
276.68,passenger_alighted,1,,,Elevator_2,Remaining load: 0
276.68,passenger_alighted,1,,,Elevator_2,Remaining load: 0
276.68,elevator_moved,5,,,Elevator_3,"Direction: UP, From: F4, Passengers: 0"
277.70,passenger_boarded,1,3,UP,Elevator_2,Current load: 1
277.72,elevator_moved,2,,,Elevator_1,"Direction: DOWN, From: F3, Passengers: 1"
277.72,elevator_moved,2,,,Elevator_2,"Direction: UP, From: F1, Passengers: 1"
277.72,elevator_moved,6,,,Elevator_3,"Direction: UP, From: F5, Passengers: 0"
278.74,passenger_boarded,2,6,UP,Elevator_2,Current load: 4
278.74,passenger_boarded,2,3,UP,Elevator_2,Current load: 4
278.74,passenger_boarded,2,6,UP,Elevator_2,Current load: 4
278.76,elevator_moved,1,,,Elevator_1,"Direction: DOWN, From: F2, Passengers: 1"
278.76,passenger_alighted,1,,,Elevator_1,Remaining load: 0
278.76,elevator_moved,3,,,Elevator_2,"Direction: UP, From: F2, Passengers: 4"
278.76,passenger_alighted,3,,,Elevator_2,Remaining load: 2
278.76,passenger_alighted,3,,,Elevator_2,Remaining load: 2
278.76,elevator_moved,7,,,Elevator_3,"Direction: UP, From: F6, Passengers: 0"
280.46,passenger_generated,3,1,DOWN,,Passenger P_2_28045
279.80,elevator_moved,1,,,Elevator_1,"Direction: IDLE, From: F1, Passengers: 0"
279.80,elevator_moved,4,,,Elevator_2,"Direction: UP, From: F3, Passengers: 2"
279.80,elevator_moved,8,,,Elevator_3,"Direction: UP, From: F7, Passengers: 0"
280.86,passenger_generated,2,6,UP,,Passenger P_1_28086
280.84,elevator_moved,1,,,Elevator_1,"Direction: IDLE, From: F1, Passengers: 0"
280.84,elevator_moved,5,,,Elevator_2,"Direction: UP, From: F4, Passengers: 2"
280.84,elevator_moved,8,,,Elevator_3,"Direction: IDLE, From: F8, Passengers: 0"
282.13,passenger_generated,3,1,DOWN,,Passenger P_2_28213
281.88,elevator_moved,1,,,Elevator_1,"Direction: IDLE, From: F1, Passengers: 0"
281.88,elevator_moved,6,,,Elevator_2,"Direction: UP, From: F5, Passengers: 2"
281.88,passenger_alighted,6,,,Elevator_2,Remaining load: 0
281.88,passenger_alighted,6,,,Elevator_2,Remaining load: 0
281.88,elevator_moved,7,,,Elevator_3,"Direction: DOWN, From: F8, Passengers: 0"
283.57,passenger_generated,5,8,UP,,Passenger P_4_28357
282.92,elevator_moved,1,,,Elevator_1,"Direction: IDLE, From: F1, Passengers: 0"
282.92,elevator_moved,5,,,Elevator_2,"Direction: DOWN, From: F6, Passengers: 0"
282.92,elevator_moved,7,,,Elevator_3,"Direction: IDLE, From: F7, Passengers: 0"
283.96,elevator_moved,2,,,Elevator_1,"Direction: UP, From: F1, Passengers: 0"
283.96,elevator_moved,5,,,Elevator_2,"Direction: IDLE, From: F5, Passengers: 0"
283.96,elevator_moved,8,,,Elevator_3,"Direction: UP, From: F7, Passengers: 0"
284.97,passenger_boarded,2,6,UP,Elevator_1,Current load: 1
285.22,passenger_generated,5,1,DOWN,,Passenger P_4_28522
285.43,passenger_generated,5,8,UP,,Passenger P_4_28543
285.79,passenger_generated,6,8,UP,,Passenger P_5_28579
285.00,elevator_moved,3,,,Elevator_1,"Direction: UP, From: F2, Passengers: 1"
285.00,elevator_moved,4,,,Elevator_2,"Direction: DOWN, From: F5, Passengers: 0"
285.00,elevator_moved,8,,,Elevator_3,"Direction: IDLE, From: F8, Passengers: 0"
286.04,elevator_moved,4,,,Elevator_1,"Direction: UP, From: F3, Passengers: 1"
286.04,elevator_moved,3,,,Elevator_2,"Direction: DOWN, From: F4, Passengers: 0"
286.04,elevator_moved,7,,,Elevator_3,"Direction: DOWN, From: F8, Passengers: 0"
287.06,passenger_boarded,3,1,DOWN,Elevator_2,Current load: 2
287.06,passenger_boarded,3,1,DOWN,Elevator_2,Current load: 2
287.08,elevator_moved,5,,,Elevator_1,"Direction: UP, From: F4, Passengers: 1"
287.08,elevator_moved,2,,,Elevator_2,"Direction: DOWN, From: F3, Passengers: 2"
287.08,elevator_moved,6,,,Elevator_3,"Direction: DOWN, From: F7, Passengers: 0"
288.09,passenger_boarded,5,8,UP,Elevator_1,Current load: 3
288.09,passenger_boarded,5,8,UP,Elevator_1,Current load: 3
288.12,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 3"
288.12,passenger_alighted,6,,,Elevator_1,Remaining load: 2
288.12,elevator_moved,1,,,Elevator_2,"Direction: DOWN, From: F2, Passengers: 2"
288.12,passenger_alighted,1,,,Elevator_2,Remaining load: 0
288.12,passenger_alighted,1,,,Elevator_2,Remaining load: 0
288.12,elevator_moved,6,,,Elevator_3,"Direction: IDLE, From: F6, Passengers: 0"
289.13,passenger_boarded,6,8,UP,Elevator_1,Current load: 3
289.16,elevator_moved,7,,,Elevator_1,"Direction: UP, From: F6, Passengers: 3"
289.16,elevator_moved,1,,,Elevator_2,"Direction: IDLE, From: F1, Passengers: 0"
289.16,elevator_moved,6,,,Elevator_3,"Direction: IDLE, From: F6, Passengers: 0"
291.05,passenger_generated,3,1,DOWN,,Passenger P_2_29105
290.20,elevator_moved,8,,,Elevator_1,"Direction: UP, From: F7, Passengers: 3"
290.20,passenger_alighted,8,,,Elevator_1,Remaining load: 0
290.20,passenger_alighted,8,,,Elevator_1,Remaining load: 0
290.20,passenger_alighted,8,,,Elevator_1,Remaining load: 0
290.20,elevator_moved,1,,,Elevator_2,"Direction: IDLE, From: F1, Passengers: 0"
290.20,elevator_moved,6,,,Elevator_3,"Direction: IDLE, From: F6, Passengers: 0"
291.38,passenger_generated,7,8,UP,,Passenger P_6_29137
291.24,elevator_moved,8,,,Elevator_1,"Direction: IDLE, From: F8, Passengers: 0"
291.24,elevator_moved,1,,,Elevator_2,"Direction: IDLE, From: F1, Passengers: 0"
291.24,elevator_moved,5,,,Elevator_3,"Direction: DOWN, From: F6, Passengers: 0"
292.27,passenger_boarded,5,1,DOWN,Elevator_3,Current load: 1
292.28,elevator_moved,7,,,Elevator_1,"Direction: DOWN, From: F8, Passengers: 0"
292.28,elevator_moved,1,,,Elevator_2,"Direction: IDLE, From: F1, Passengers: 0"
292.28,elevator_moved,4,,,Elevator_3,"Direction: DOWN, From: F5, Passengers: 1"
293.29,passenger_boarded,7,8,UP,Elevator_1,Current load: 1
293.32,elevator_moved,8,,,Elevator_1,"Direction: UP, From: F7, Passengers: 1"
293.32,passenger_alighted,8,,,Elevator_1,Remaining load: 0
293.32,elevator_moved,1,,,Elevator_2,"Direction: IDLE, From: F1, Passengers: 0"
293.32,elevator_moved,3,,,Elevator_3,"Direction: DOWN, From: F4, Passengers: 1"
294.35,passenger_boarded,3,1,DOWN,Elevator_3,Current load: 2
294.63,passenger_generated,2,8,UP,,Passenger P_1_29463
294.36,elevator_moved,8,,,Elevator_1,"Direction: IDLE, From: F8, Passengers: 0"
294.36,elevator_moved,2,,,Elevator_2,"Direction: UP, From: F1, Passengers: 0"
294.36,elevator_moved,2,,,Elevator_3,"Direction: DOWN, From: F3, Passengers: 2"
295.38,passenger_boarded,2,8,UP,Elevator_2,Current load: 1
295.40,elevator_moved,8,,,Elevator_1,"Direction: IDLE, From: F8, Passengers: 0"
295.40,elevator_moved,3,,,Elevator_2,"Direction: UP, From: F2, Passengers: 1"
295.40,elevator_moved,1,,,Elevator_3,"Direction: DOWN, From: F2, Passengers: 2"
295.40,passenger_alighted,1,,,Elevator_3,Remaining load: 0
295.40,passenger_alighted,1,,,Elevator_3,Remaining load: 0
296.98,passenger_generated,6,1,DOWN,,Passenger P_5_29698
297.18,passenger_generated,7,6,DOWN,,Passenger P_6_29718
296.44,elevator_moved,7,,,Elevator_1,"Direction: DOWN, From: F8, Passengers: 0"
296.44,elevator_moved,4,,,Elevator_2,"Direction: UP, From: F3, Passengers: 1"
296.44,elevator_moved,1,,,Elevator_3,"Direction: IDLE, From: F1, Passengers: 0"
297.45,passenger_boarded,7,6,DOWN,Elevator_1,Current load: 1
297.48,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 1"
297.48,passenger_alighted,6,,,Elevator_1,Remaining load: 0
297.48,elevator_moved,5,,,Elevator_2,"Direction: UP, From: F4, Passengers: 1"
297.48,elevator_moved,1,,,Elevator_3,"Direction: IDLE, From: F1, Passengers: 0"
298.48,passenger_generated,5,3,DOWN,,Passenger P_4_29848
298.49,passenger_boarded,6,1,DOWN,Elevator_1,Current load: 1
298.52,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 1"
298.52,elevator_moved,6,,,Elevator_2,"Direction: UP, From: F5, Passengers: 1"
298.52,elevator_moved,1,,,Elevator_3,"Direction: IDLE, From: F1, Passengers: 0"
299.53,passenger_boarded,5,3,DOWN,Elevator_1,Current load: 2
300.01,passenger_generated,7,6,DOWN,,Passenger P_6_30000
300.39,passenger_generated,1,7,UP,,Passenger P_0_30038
299.56,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 2"
299.56,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 1"
299.56,elevator_moved,1,,,Elevator_3,"Direction: IDLE, From: F1, Passengers: 0"
300.59,passenger_boarded,1,7,UP,Elevator_3,Current load: 1
301.33,passenger_generated,4,3,DOWN,,Passenger P_3_30132
301.58,passenger_generated,3,7,UP,,Passenger P_2_30157
300.60,elevator_moved,3,,,Elevator_1,"Direction: DOWN, From: F4, Passengers: 2"
300.60,passenger_alighted,3,,,Elevator_1,Remaining load: 1
300.60,elevator_moved,8,,,Elevator_2,"Direction: UP, From: F7, Passengers: 1"
300.60,passenger_alighted,8,,,Elevator_2,Remaining load: 0
300.60,elevator_moved,2,,,Elevator_3,"Direction: UP, From: F1, Passengers: 1"
301.64,elevator_moved,2,,,Elevator_1,"Direction: DOWN, From: F3, Passengers: 1"
301.64,elevator_moved,7,,,Elevator_2,"Direction: DOWN, From: F8, Passengers: 0"
301.64,elevator_moved,3,,,Elevator_3,"Direction: UP, From: F2, Passengers: 1"
302.67,passenger_boarded,3,7,UP,Elevator_3,Current load: 2
302.81,passenger_generated,1,6,UP,,Passenger P_0_30281
302.68,elevator_moved,1,,,Elevator_1,"Direction: DOWN, From: F2, Passengers: 1"
302.68,passenger_alighted,1,,,Elevator_1,Remaining load: 0
302.68,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
302.68,elevator_moved,4,,,Elevator_3,"Direction: UP, From: F3, Passengers: 2"
303.70,passenger_boarded,7,6,DOWN,Elevator_2,Current load: 1
304.07,passenger_generated,2,5,UP,,Passenger P_1_30406
303.72,elevator_moved,1,,,Elevator_1,"Direction: IDLE, From: F1, Passengers: 0"
303.72,elevator_moved,6,,,Elevator_2,"Direction: DOWN, From: F7, Passengers: 1"
303.72,passenger_alighted,6,,,Elevator_2,Remaining load: 0
303.72,elevator_moved,5,,,Elevator_3,"Direction: UP, From: F4, Passengers: 2"
304.76,elevator_moved,1,,,Elevator_1,"Direction: IDLE, From: F1, Passengers: 0"
304.76,elevator_moved,5,,,Elevator_2,"Direction: DOWN, From: F6, Passengers: 0"
304.76,elevator_moved,6,,,Elevator_3,"Direction: UP, From: F5, Passengers: 2"
305.77,passenger_boarded,1,6,UP,Elevator_1,Current load: 1
305.95,passenger_generated,6,1,DOWN,,Passenger P_5_30595
305.80,elevator_moved,2,,,Elevator_1,"Direction: UP, From: F1, Passengers: 1"
305.80,elevator_moved,4,,,Elevator_2,"Direction: DOWN, From: F5, Passengers: 0"
305.80,elevator_moved,7,,,Elevator_3,"Direction: UP, From: F6, Passengers: 2"
305.80,passenger_alighted,7,,,Elevator_3,Remaining load: 0
305.80,passenger_alighted,7,,,Elevator_3,Remaining load: 0
306.81,passenger_boarded,2,5,UP,Elevator_1,Current load: 2
306.82,passenger_boarded,4,3,DOWN,Elevator_2,Current load: 1
306.84,elevator_moved,3,,,Elevator_1,"Direction: UP, From: F2, Passengers: 2"
306.84,elevator_moved,3,,,Elevator_2,"Direction: DOWN, From: F4, Passengers: 1"
306.84,passenger_alighted,3,,,Elevator_2,Remaining load: 0
306.84,elevator_moved,7,,,Elevator_3,"Direction: IDLE, From: F7, Passengers: 0"
308.44,passenger_generated,2,7,UP,,Passenger P_1_30843
307.88,elevator_moved,4,,,Elevator_1,"Direction: UP, From: F3, Passengers: 2"
307.88,elevator_moved,2,,,Elevator_2,"Direction: DOWN, From: F3, Passengers: 0"
307.88,elevator_moved,6,,,Elevator_3,"Direction: DOWN, From: F7, Passengers: 0"
308.91,passenger_boarded,6,1,DOWN,Elevator_3,Current load: 1
308.92,elevator_moved,5,,,Elevator_1,"Direction: UP, From: F4, Passengers: 2"
308.92,passenger_alighted,5,,,Elevator_1,Remaining load: 1
308.92,elevator_moved,2,,,Elevator_2,"Direction: IDLE, From: F2, Passengers: 0"
308.92,elevator_moved,5,,,Elevator_3,"Direction: DOWN, From: F6, Passengers: 1"
309.94,passenger_boarded,2,7,UP,Elevator_2,Current load: 1
310.71,passenger_generated,7,2,DOWN,,Passenger P_6_31070
309.96,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 1"
309.96,passenger_alighted,6,,,Elevator_1,Remaining load: 0
309.96,elevator_moved,3,,,Elevator_2,"Direction: UP, From: F2, Passengers: 1"
309.96,elevator_moved,4,,,Elevator_3,"Direction: DOWN, From: F5, Passengers: 1"
311.07,passenger_generated,4,1,DOWN,,Passenger P_3_31107
311.00,elevator_moved,7,,,Elevator_1,"Direction: UP, From: F6, Passengers: 0"
311.00,elevator_moved,4,,,Elevator_2,"Direction: UP, From: F3, Passengers: 1"
311.00,elevator_moved,3,,,Elevator_3,"Direction: DOWN, From: F4, Passengers: 1"
312.10,passenger_generated,7,3,DOWN,,Passenger P_6_31210
312.86,passenger_generated,6,3,DOWN,,Passenger P_5_31286
312.04,elevator_moved,7,,,Elevator_1,"Direction: IDLE, From: F7, Passengers: 0"
312.04,elevator_moved,5,,,Elevator_2,"Direction: UP, From: F4, Passengers: 1"
312.04,elevator_moved,2,,,Elevator_3,"Direction: DOWN, From: F3, Passengers: 1"
313.05,passenger_boarded,7,2,DOWN,Elevator_1,Current load: 2
313.05,passenger_boarded,7,3,DOWN,Elevator_1,Current load: 2
313.08,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 2"
313.08,elevator_moved,6,,,Elevator_2,"Direction: UP, From: F5, Passengers: 1"
313.08,elevator_moved,1,,,Elevator_3,"Direction: DOWN, From: F2, Passengers: 1"
313.08,passenger_alighted,1,,,Elevator_3,Remaining load: 0
314.09,passenger_boarded,6,3,DOWN,Elevator_1,Current load: 3
314.16,passenger_generated,5,8,UP,,Passenger P_4_31415
314.28,passenger_generated,5,4,DOWN,,Passenger P_4_31428
314.48,passenger_generated,5,2,DOWN,,Passenger P_4_31448
314.12,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 3"
314.12,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 1"
314.12,passenger_alighted,7,,,Elevator_2,Remaining load: 0
314.12,elevator_moved,1,,,Elevator_3,"Direction: IDLE, From: F1, Passengers: 0"
315.13,passenger_boarded,5,4,DOWN,Elevator_1,Current load: 4
315.16,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 4"
315.16,passenger_alighted,4,,,Elevator_1,Remaining load: 3
315.16,elevator_moved,8,,,Elevator_2,"Direction: UP, From: F7, Passengers: 0"
315.16,elevator_moved,2,,,Elevator_3,"Direction: UP, From: F1, Passengers: 0"
316.17,passenger_boarded,4,1,DOWN,Elevator_1,Current load: 4
317.10,passenger_generated,1,6,UP,,Passenger P_0_31709
316.20,elevator_moved,3,,,Elevator_1,"Direction: DOWN, From: F4, Passengers: 4"
316.20,passenger_alighted,3,,,Elevator_1,Remaining load: 2
316.20,passenger_alighted,3,,,Elevator_1,Remaining load: 2
316.20,elevator_moved,7,,,Elevator_2,"Direction: DOWN, From: F8, Passengers: 0"
316.20,elevator_moved,1,,,Elevator_3,"Direction: DOWN, From: F2, Passengers: 0"
317.23,passenger_boarded,1,6,UP,Elevator_3,Current load: 1
317.68,passenger_generated,2,4,UP,,Passenger P_1_31768
318.23,passenger_generated,1,2,UP,,Passenger P_0_31823
317.24,elevator_moved,2,,,Elevator_1,"Direction: DOWN, From: F3, Passengers: 2"
317.24,passenger_alighted,2,,,Elevator_1,Remaining load: 1
317.24,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
317.24,elevator_moved,2,,,Elevator_3,"Direction: UP, From: F1, Passengers: 1"
318.27,passenger_boarded,2,4,UP,Elevator_3,Current load: 2
318.34,passenger_generated,6,7,UP,,Passenger P_5_31834
318.70,passenger_generated,3,7,UP,,Passenger P_2_31870
318.76,passenger_generated,6,2,DOWN,,Passenger P_5_31875
318.28,elevator_moved,1,,,Elevator_1,"Direction: DOWN, From: F2, Passengers: 1"
318.28,passenger_alighted,1,,,Elevator_1,Remaining load: 0
318.28,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
318.28,elevator_moved,3,,,Elevator_3,"Direction: UP, From: F2, Passengers: 2"
319.31,passenger_boarded,3,7,UP,Elevator_3,Current load: 3
319.98,passenger_generated,6,3,DOWN,,Passenger P_5_31998
320.30,passenger_generated,5,7,UP,,Passenger P_4_32030
319.32,elevator_moved,1,,,Elevator_1,"Direction: IDLE, From: F1, Passengers: 0"
319.32,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
319.32,elevator_moved,4,,,Elevator_3,"Direction: UP, From: F3, Passengers: 3"
319.32,passenger_alighted,4,,,Elevator_3,Remaining load: 2
320.33,passenger_boarded,1,2,UP,Elevator_1,Current load: 1
321.03,passenger_generated,8,4,DOWN,,Passenger P_7_32103
321.32,passenger_generated,6,1,DOWN,,Passenger P_5_32132
320.36,elevator_moved,2,,,Elevator_1,"Direction: UP, From: F1, Passengers: 1"
320.36,passenger_alighted,2,,,Elevator_1,Remaining load: 0
320.36,elevator_moved,6,,,Elevator_2,"Direction: DOWN, From: F7, Passengers: 0"
320.36,elevator_moved,5,,,Elevator_3,"Direction: UP, From: F4, Passengers: 2"
321.38,passenger_boarded,6,2,DOWN,Elevator_2,Current load: 3
321.38,passenger_boarded,6,3,DOWN,Elevator_2,Current load: 3
321.38,passenger_boarded,6,1,DOWN,Elevator_2,Current load: 3
321.39,passenger_boarded,5,8,UP,Elevator_3,Current load: 4
321.39,passenger_boarded,5,7,UP,Elevator_3,Current load: 4
321.40,elevator_moved,3,,,Elevator_1,"Direction: UP, From: F2, Passengers: 0"
321.40,elevator_moved,5,,,Elevator_2,"Direction: DOWN, From: F6, Passengers: 3"
321.40,elevator_moved,6,,,Elevator_3,"Direction: UP, From: F5, Passengers: 4"
321.40,passenger_alighted,6,,,Elevator_3,Remaining load: 3
322.42,passenger_boarded,5,2,DOWN,Elevator_2,Current load: 4
322.43,passenger_boarded,6,7,UP,Elevator_3,Current load: 4
322.44,elevator_moved,2,,,Elevator_1,"Direction: DOWN, From: F3, Passengers: 0"
322.44,elevator_moved,4,,,Elevator_2,"Direction: DOWN, From: F5, Passengers: 4"
322.44,elevator_moved,7,,,Elevator_3,"Direction: UP, From: F6, Passengers: 4"
322.44,passenger_alighted,7,,,Elevator_3,Remaining load: 1
322.44,passenger_alighted,7,,,Elevator_3,Remaining load: 1
322.44,passenger_alighted,7,,,Elevator_3,Remaining load: 1
323.55,passenger_generated,1,4,UP,,Passenger P_0_32355
323.48,elevator_moved,3,,,Elevator_1,"Direction: UP, From: F2, Passengers: 0"
323.48,elevator_moved,3,,,Elevator_2,"Direction: DOWN, From: F4, Passengers: 4"
323.48,passenger_alighted,3,,,Elevator_2,Remaining load: 3
323.48,elevator_moved,8,,,Elevator_3,"Direction: UP, From: F7, Passengers: 1"
323.48,passenger_alighted,8,,,Elevator_3,Remaining load: 0
324.51,passenger_boarded,8,4,DOWN,Elevator_3,Current load: 1
325.02,passenger_generated,5,7,UP,,Passenger P_4_32501
325.35,passenger_generated,7,1,DOWN,,Passenger P_6_32534
324.52,elevator_moved,3,,,Elevator_1,"Direction: IDLE, From: F3, Passengers: 0"
324.52,elevator_moved,2,,,Elevator_2,"Direction: DOWN, From: F3, Passengers: 3"
324.52,passenger_alighted,2,,,Elevator_2,Remaining load: 1
324.52,passenger_alighted,2,,,Elevator_2,Remaining load: 1
