time,event_type,floor,destination,direction,elevator_id,details
0.03,passenger_generated,6,7,UP,,Passenger P_5_3
0.08,passenger_generated,1,6,UP,,Passenger P_0_8
0.72,passenger_generated,5,1,DOWN,,Passenger P_4_71
0.04,elevator_moved,1,,,Elevator_1,"Direction: IDLE, From: F1, Passengers: 0"
0.04,elevator_moved,2,,,Elevator_2,"Direction: UP, From: F1, Passengers: 0"
0.04,elevator_moved,2,,,Elevator_3,"Direction: UP, From: F1, Passengers: 0"
1.05,passenger_boarded,1,6,UP,Elevator_1,Current load: 1
1.15,passenger_generated,6,2,DOWN,,Passenger P_5_114
1.08,elevator_moved,2,,,Elevator_1,"Direction: UP, From: F1, Passengers: 1"
1.08,elevator_moved,3,,,Elevator_2,"Direction: UP, From: F2, Passengers: 0"
1.08,elevator_moved,2,,,Elevator_3,"Direction: IDLE, From: F2, Passengers: 0"
2.12,elevator_moved,3,,,Elevator_1,"Direction: UP, From: F2, Passengers: 1"
2.12,elevator_moved,4,,,Elevator_2,"Direction: UP, From: F3, Passengers: 0"
2.12,elevator_moved,2,,,Elevator_3,"Direction: IDLE, From: F2, Passengers: 0"
3.62,passenger_generated,2,3,UP,,Passenger P_1_362
3.88,passenger_generated,8,2,DOWN,,Passenger P_7_388
3.16,elevator_moved,4,,,Elevator_1,"Direction: UP, From: F3, Passengers: 1"
3.16,elevator_moved,5,,,Elevator_2,"Direction: UP, From: F4, Passengers: 0"
3.16,elevator_moved,2,,,Elevator_3,"Direction: IDLE, From: F2, Passengers: 0"
4.19,passenger_boarded,2,3,UP,Elevator_3,Current load: 1
4.42,passenger_generated,2,6,UP,,Passenger P_1_441
4.77,passenger_generated,1,8,UP,,Passenger P_0_477
5.01,passenger_generated,1,4,UP,,Passenger P_0_501
5.11,passenger_generated,5,1,DOWN,,Passenger P_4_510
4.20,elevator_moved,5,,,Elevator_1,"Direction: UP, From: F4, Passengers: 1"
4.20,elevator_moved,6,,,Elevator_2,"Direction: UP, From: F5, Passengers: 0"
4.20,elevator_moved,3,,,Elevator_3,"Direction: UP, From: F2, Passengers: 1"
4.20,passenger_alighted,3,,,Elevator_3,Remaining load: 0
5.22,passenger_boarded,6,7,UP,Elevator_2,Current load: 1
5.74,passenger_generated,4,7,UP,,Passenger P_3_574
5.90,passenger_generated,6,3,DOWN,,Passenger P_5_590
5.24,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 1"
5.24,passenger_alighted,6,,,Elevator_1,Remaining load: 0
5.24,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 1"
5.24,passenger_alighted,7,,,Elevator_2,Remaining load: 0
5.24,elevator_moved,2,,,Elevator_3,"Direction: DOWN, From: F3, Passengers: 0"
6.25,passenger_boarded,6,2,DOWN,Elevator_1,Current load: 2
6.25,passenger_boarded,6,3,DOWN,Elevator_1,Current load: 2
6.81,passenger_generated,1,5,UP,,Passenger P_0_680
6.28,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 2"
6.28,elevator_moved,8,,,Elevator_2,"Direction: UP, From: F7, Passengers: 0"
6.28,elevator_moved,2,,,Elevator_3,"Direction: IDLE, From: F2, Passengers: 0"
7.29,passenger_boarded,5,1,DOWN,Elevator_1,Current load: 4
7.29,passenger_boarded,5,1,DOWN,Elevator_1,Current load: 4
7.66,passenger_generated,7,5,DOWN,,Passenger P_6_766
7.32,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 4"
7.32,elevator_moved,8,,,Elevator_2,"Direction: IDLE, From: F8, Passengers: 0"
7.32,elevator_moved,1,,,Elevator_3,"Direction: DOWN, From: F2, Passengers: 0"
8.34,passenger_boarded,8,2,DOWN,Elevator_2,Current load: 1
8.35,passenger_boarded,1,8,UP,Elevator_3,Current load: 3
8.35,passenger_boarded,1,4,UP,Elevator_3,Current load: 3
8.35,passenger_boarded,1,5,UP,Elevator_3,Current load: 3
9.17,passenger_generated,7,8,UP,,Passenger P_6_917
8.36,elevator_moved,3,,,Elevator_1,"Direction: DOWN, From: F4, Passengers: 4"
8.36,passenger_alighted,3,,,Elevator_1,Remaining load: 3
8.36,elevator_moved,7,,,Elevator_2,"Direction: DOWN, From: F8, Passengers: 1"
8.36,elevator_moved,2,,,Elevator_3,"Direction: UP, From: F1, Passengers: 3"
9.38,passenger_boarded,7,5,DOWN,Elevator_2,Current load: 2
9.39,passenger_boarded,2,6,UP,Elevator_3,Current load: 4
9.40,elevator_moved,2,,,Elevator_1,"Direction: DOWN, From: F3, Passengers: 3"
9.40,passenger_alighted,2,,,Elevator_1,Remaining load: 2
9.40,elevator_moved,6,,,Elevator_2,"Direction: DOWN, From: F7, Passengers: 2"
9.40,elevator_moved,3,,,Elevator_3,"Direction: UP, From: F2, Passengers: 4"
10.80,passenger_generated,5,2,DOWN,,Passenger P_4_1079
10.44,elevator_moved,1,,,Elevator_1,"Direction: DOWN, From: F2, Passengers: 2"
10.44,passenger_alighted,1,,,Elevator_1,Remaining load: 0
10.44,passenger_alighted,1,,,Elevator_1,Remaining load: 0
10.44,elevator_moved,5,,,Elevator_2,"Direction: DOWN, From: F6, Passengers: 2"
10.44,passenger_alighted,5,,,Elevator_2,Remaining load: 1
10.44,elevator_moved,4,,,Elevator_3,"Direction: UP, From: F3, Passengers: 4"
10.44,passenger_alighted,4,,,Elevator_3,Remaining load: 3
11.46,passenger_boarded,5,2,DOWN,Elevator_2,Current load: 2
11.47,passenger_boarded,4,7,UP,Elevator_3,Current load: 4
11.48,elevator_moved,1,,,Elevator_1,"Direction: IDLE, From: F1, Passengers: 0"
11.48,elevator_moved,4,,,Elevator_2,"Direction: DOWN, From: F5, Passengers: 2"
11.48,elevator_moved,5,,,Elevator_3,"Direction: UP, From: F4, Passengers: 4"
11.48,passenger_alighted,5,,,Elevator_3,Remaining load: 3
12.52,elevator_moved,1,,,Elevator_1,"Direction: IDLE, From: F1, Passengers: 0"
12.52,elevator_moved,3,,,Elevator_2,"Direction: DOWN, From: F4, Passengers: 2"
12.52,elevator_moved,6,,,Elevator_3,"Direction: UP, From: F5, Passengers: 3"
12.52,passenger_alighted,6,,,Elevator_3,Remaining load: 2
14.30,passenger_generated,4,2,DOWN,,Passenger P_3_1429
13.56,elevator_moved,1,,,Elevator_1,"Direction: IDLE, From: F1, Passengers: 0"
13.56,elevator_moved,2,,,Elevator_2,"Direction: DOWN, From: F3, Passengers: 2"
13.56,passenger_alighted,2,,,Elevator_2,Remaining load: 0
13.56,passenger_alighted,2,,,Elevator_2,Remaining load: 0
13.56,elevator_moved,7,,,Elevator_3,"Direction: UP, From: F6, Passengers: 2"
13.56,passenger_alighted,7,,,Elevator_3,Remaining load: 1
14.59,passenger_boarded,7,8,UP,Elevator_3,Current load: 2
14.67,passenger_generated,1,3,UP,,Passenger P_0_1466
14.81,passenger_generated,6,7,UP,,Passenger P_5_1480
15.57,passenger_generated,2,6,UP,,Passenger P_1_1556
14.60,elevator_moved,1,,,Elevator_1,"Direction: IDLE, From: F1, Passengers: 0"
14.60,elevator_moved,2,,,Elevator_2,"Direction: IDLE, From: F2, Passengers: 0"
14.60,elevator_moved,8,,,Elevator_3,"Direction: UP, From: F7, Passengers: 2"
14.60,passenger_alighted,8,,,Elevator_3,Remaining load: 0
14.60,passenger_alighted,8,,,Elevator_3,Remaining load: 0
15.61,passenger_boarded,1,3,UP,Elevator_1,Current load: 1
15.62,passenger_boarded,2,6,UP,Elevator_2,Current load: 1
16.27,passenger_generated,1,6,UP,,Passenger P_0_1626
15.64,elevator_moved,2,,,Elevator_1,"Direction: UP, From: F1, Passengers: 1"
15.64,elevator_moved,3,,,Elevator_2,"Direction: UP, From: F2, Passengers: 1"
15.64,elevator_moved,7,,,Elevator_3,"Direction: DOWN, From: F8, Passengers: 0"
16.86,passenger_generated,2,3,UP,,Passenger P_1_1685
17.04,passenger_generated,7,5,DOWN,,Passenger P_6_1703
16.68,elevator_moved,3,,,Elevator_1,"Direction: UP, From: F2, Passengers: 1"
16.68,passenger_alighted,3,,,Elevator_1,Remaining load: 0
16.68,elevator_moved,4,,,Elevator_2,"Direction: UP, From: F3, Passengers: 1"
16.68,elevator_moved,7,,,Elevator_3,"Direction: IDLE, From: F7, Passengers: 0"
17.71,passenger_boarded,7,5,DOWN,Elevator_3,Current load: 1
17.82,passenger_generated,7,4,DOWN,,Passenger P_6_1781
17.94,passenger_generated,8,2,DOWN,,Passenger P_7_1794
17.98,passenger_generated,1,2,UP,,Passenger P_0_1797
18.19,passenger_generated,6,4,DOWN,,Passenger P_5_1818
17.72,elevator_moved,2,,,Elevator_1,"Direction: DOWN, From: F3, Passengers: 0"
17.72,elevator_moved,5,,,Elevator_2,"Direction: UP, From: F4, Passengers: 1"
17.72,elevator_moved,6,,,Elevator_3,"Direction: DOWN, From: F7, Passengers: 1"
18.75,passenger_boarded,6,4,DOWN,Elevator_3,Current load: 2
19.58,passenger_generated,7,2,DOWN,,Passenger P_6_1957
18.76,elevator_moved,1,,,Elevator_1,"Direction: DOWN, From: F2, Passengers: 0"
18.76,elevator_moved,6,,,Elevator_2,"Direction: UP, From: F5, Passengers: 1"
18.76,passenger_alighted,6,,,Elevator_2,Remaining load: 0
18.76,elevator_moved,5,,,Elevator_3,"Direction: DOWN, From: F6, Passengers: 2"
18.76,passenger_alighted,5,,,Elevator_3,Remaining load: 1
19.77,passenger_boarded,1,6,UP,Elevator_1,Current load: 2
19.77,passenger_boarded,1,2,UP,Elevator_1,Current load: 2
19.78,passenger_boarded,6,7,UP,Elevator_2,Current load: 1
19.80,elevator_moved,2,,,Elevator_1,"Direction: UP, From: F1, Passengers: 2"
19.80,passenger_alighted,2,,,Elevator_1,Remaining load: 1
19.80,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 1"
19.80,passenger_alighted,7,,,Elevator_2,Remaining load: 0
19.80,elevator_moved,4,,,Elevator_3,"Direction: DOWN, From: F5, Passengers: 1"
19.80,passenger_alighted,4,,,Elevator_3,Remaining load: 0
20.81,passenger_boarded,2,3,UP,Elevator_1,Current load: 2
20.83,passenger_boarded,4,2,DOWN,Elevator_3,Current load: 1
21.01,passenger_generated,1,5,UP,,Passenger P_0_2100
21.36,passenger_generated,2,1,DOWN,,Passenger P_1_2135
20.84,elevator_moved,3,,,Elevator_1,"Direction: UP, From: F2, Passengers: 2"
20.84,passenger_alighted,3,,,Elevator_1,Remaining load: 1
20.84,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
20.84,elevator_moved,3,,,Elevator_3,"Direction: DOWN, From: F4, Passengers: 1"
21.88,elevator_moved,4,,,Elevator_1,"Direction: UP, From: F3, Passengers: 1"
21.88,elevator_moved,8,,,Elevator_2,"Direction: UP, From: F7, Passengers: 0"
21.88,elevator_moved,2,,,Elevator_3,"Direction: DOWN, From: F3, Passengers: 1"
21.88,passenger_alighted,2,,,Elevator_3,Remaining load: 0
22.90,passenger_boarded,8,2,DOWN,Elevator_2,Current load: 1
22.91,passenger_boarded,2,1,DOWN,Elevator_3,Current load: 1
22.92,elevator_moved,5,,,Elevator_1,"Direction: UP, From: F4, Passengers: 1"
22.92,elevator_moved,7,,,Elevator_2,"Direction: DOWN, From: F8, Passengers: 1"
22.92,elevator_moved,1,,,Elevator_3,"Direction: DOWN, From: F2, Passengers: 1"
22.92,passenger_alighted,1,,,Elevator_3,Remaining load: 0
23.94,passenger_boarded,7,4,DOWN,Elevator_2,Current load: 3
23.94,passenger_boarded,7,2,DOWN,Elevator_2,Current load: 3
23.96,passenger_generated,1,2,UP,,Passenger P_0_2396
23.96,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 1"
23.96,passenger_alighted,6,,,Elevator_1,Remaining load: 0
23.96,elevator_moved,6,,,Elevator_2,"Direction: DOWN, From: F7, Passengers: 3"
23.96,elevator_moved,1,,,Elevator_3,"Direction: IDLE, From: F1, Passengers: 0"
24.99,passenger_boarded,1,5,UP,Elevator_3,Current load: 2
24.99,passenger_boarded,1,2,UP,Elevator_3,Current load: 2
25.00,elevator_moved,7,,,Elevator_1,"Direction: UP, From: F6, Passengers: 0"
25.00,elevator_moved,5,,,Elevator_2,"Direction: DOWN, From: F6, Passengers: 3"
25.00,elevator_moved,2,,,Elevator_3,"Direction: UP, From: F1, Passengers: 2"
25.00,passenger_alighted,2,,,Elevator_3,Remaining load: 1
26.02,passenger_generated,7,2,DOWN,,Passenger P_6_2601
26.16,passenger_generated,7,2,DOWN,,Passenger P_6_2616
26.17,passenger_generated,7,1,DOWN,,Passenger P_6_2617
26.04,elevator_moved,7,,,Elevator_1,"Direction: IDLE, From: F7, Passengers: 0"
26.04,elevator_moved,4,,,Elevator_2,"Direction: DOWN, From: F5, Passengers: 3"
26.04,passenger_alighted,4,,,Elevator_2,Remaining load: 2
26.04,elevator_moved,3,,,Elevator_3,"Direction: UP, From: F2, Passengers: 1"
27.05,passenger_boarded,7,2,DOWN,Elevator_1,Current load: 3
27.05,passenger_boarded,7,2,DOWN,Elevator_1,Current load: 3
27.05,passenger_boarded,7,1,DOWN,Elevator_1,Current load: 3
27.65,passenger_generated,8,2,DOWN,,Passenger P_7_2765
27.77,passenger_generated,5,4,DOWN,,Passenger P_4_2777
27.08,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 3"
27.08,elevator_moved,3,,,Elevator_2,"Direction: DOWN, From: F4, Passengers: 2"
27.08,elevator_moved,4,,,Elevator_3,"Direction: UP, From: F3, Passengers: 1"
28.12,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 3"
28.12,elevator_moved,2,,,Elevator_2,"Direction: DOWN, From: F3, Passengers: 2"
28.12,passenger_alighted,2,,,Elevator_2,Remaining load: 0
28.12,passenger_alighted,2,,,Elevator_2,Remaining load: 0
28.12,elevator_moved,5,,,Elevator_3,"Direction: UP, From: F4, Passengers: 1"
28.12,passenger_alighted,5,,,Elevator_3,Remaining load: 0
29.13,passenger_boarded,5,4,DOWN,Elevator_1,Current load: 4
29.64,passenger_generated,2,5,UP,,Passenger P_1_2963
29.16,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 4"
29.16,passenger_alighted,4,,,Elevator_1,Remaining load: 3
29.16,elevator_moved,2,,,Elevator_2,"Direction: IDLE, From: F2, Passengers: 0"
29.16,elevator_moved,5,,,Elevator_3,"Direction: IDLE, From: F5, Passengers: 0"
30.18,passenger_boarded,2,5,UP,Elevator_2,Current load: 1
30.62,passenger_generated,6,2,DOWN,,Passenger P_5_3062
31.17,passenger_generated,1,7,UP,,Passenger P_0_3116
30.20,elevator_moved,3,,,Elevator_1,"Direction: DOWN, From: F4, Passengers: 3"
30.20,elevator_moved,3,,,Elevator_2,"Direction: UP, From: F2, Passengers: 1"
30.20,elevator_moved,6,,,Elevator_3,"Direction: UP, From: F5, Passengers: 0"
32.06,passenger_generated,7,8,UP,,Passenger P_6_3205
31.24,elevator_moved,2,,,Elevator_1,"Direction: DOWN, From: F3, Passengers: 3"
31.24,passenger_alighted,2,,,Elevator_1,Remaining load: 1
31.24,passenger_alighted,2,,,Elevator_1,Remaining load: 1
31.24,elevator_moved,4,,,Elevator_2,"Direction: UP, From: F3, Passengers: 1"
31.24,elevator_moved,7,,,Elevator_3,"Direction: UP, From: F6, Passengers: 0"
32.27,passenger_boarded,7,8,UP,Elevator_3,Current load: 1
33.17,passenger_generated,5,3,DOWN,,Passenger P_4_3317
33.20,passenger_generated,2,8,UP,,Passenger P_1_3320
32.28,elevator_moved,1,,,Elevator_1,"Direction: DOWN, From: F2, Passengers: 1"
32.28,passenger_alighted,1,,,Elevator_1,Remaining load: 0
32.28,elevator_moved,5,,,Elevator_2,"Direction: UP, From: F4, Passengers: 1"
32.28,passenger_alighted,5,,,Elevator_2,Remaining load: 0
32.28,elevator_moved,8,,,Elevator_3,"Direction: UP, From: F7, Passengers: 1"
32.28,passenger_alighted,8,,,Elevator_3,Remaining load: 0
33.29,passenger_boarded,1,7,UP,Elevator_1,Current load: 1
33.30,passenger_boarded,5,3,DOWN,Elevator_2,Current load: 1
33.31,passenger_boarded,8,2,DOWN,Elevator_3,Current load: 1
33.44,passenger_generated,1,3,UP,,Passenger P_0_3343
33.32,elevator_moved,2,,,Elevator_1,"Direction: UP, From: F1, Passengers: 1"
33.32,elevator_moved,4,,,Elevator_2,"Direction: DOWN, From: F5, Passengers: 1"
33.32,elevator_moved,7,,,Elevator_3,"Direction: DOWN, From: F8, Passengers: 1"
34.33,passenger_boarded,2,8,UP,Elevator_1,Current load: 2
35.06,passenger_generated,5,4,DOWN,,Passenger P_4_3506
34.36,elevator_moved,3,,,Elevator_1,"Direction: UP, From: F2, Passengers: 2"
34.36,elevator_moved,3,,,Elevator_2,"Direction: DOWN, From: F4, Passengers: 1"
34.36,passenger_alighted,3,,,Elevator_2,Remaining load: 0
34.36,elevator_moved,6,,,Elevator_3,"Direction: DOWN, From: F7, Passengers: 1"
35.39,passenger_boarded,6,2,DOWN,Elevator_3,Current load: 2
35.65,passenger_generated,1,2,UP,,Passenger P_0_3565
35.90,passenger_generated,3,2,DOWN,,Passenger P_2_3590
35.94,passenger_generated,6,2,DOWN,,Passenger P_5_3593
35.40,elevator_moved,4,,,Elevator_1,"Direction: UP, From: F3, Passengers: 2"
35.40,elevator_moved,2,,,Elevator_2,"Direction: DOWN, From: F3, Passengers: 0"
35.40,elevator_moved,5,,,Elevator_3,"Direction: DOWN, From: F6, Passengers: 2"
36.43,passenger_boarded,5,4,DOWN,Elevator_3,Current load: 3
36.95,passenger_generated,2,1,DOWN,,Passenger P_1_3694
36.44,elevator_moved,5,,,Elevator_1,"Direction: UP, From: F4, Passengers: 2"
36.44,elevator_moved,1,,,Elevator_2,"Direction: DOWN, From: F2, Passengers: 0"
36.44,elevator_moved,4,,,Elevator_3,"Direction: DOWN, From: F5, Passengers: 3"
36.44,passenger_alighted,4,,,Elevator_3,Remaining load: 2
37.46,passenger_boarded,1,3,UP,Elevator_2,Current load: 2
37.46,passenger_boarded,1,2,UP,Elevator_2,Current load: 2
38.39,passenger_generated,7,2,DOWN,,Passenger P_6_3839
37.48,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 2"
37.48,elevator_moved,2,,,Elevator_2,"Direction: UP, From: F1, Passengers: 2"
37.48,passenger_alighted,2,,,Elevator_2,Remaining load: 1
37.48,elevator_moved,3,,,Elevator_3,"Direction: DOWN, From: F4, Passengers: 2"
38.51,passenger_boarded,3,2,DOWN,Elevator_3,Current load: 3
39.32,passenger_generated,3,8,UP,,Passenger P_2_3931
38.52,elevator_moved,7,,,Elevator_1,"Direction: UP, From: F6, Passengers: 2"
38.52,passenger_alighted,7,,,Elevator_1,Remaining load: 1
38.52,elevator_moved,3,,,Elevator_2,"Direction: UP, From: F2, Passengers: 1"
38.52,passenger_alighted,3,,,Elevator_2,Remaining load: 0
38.52,elevator_moved,2,,,Elevator_3,"Direction: DOWN, From: F3, Passengers: 3"
38.52,passenger_alighted,2,,,Elevator_3,Remaining load: 0
38.52,passenger_alighted,2,,,Elevator_3,Remaining load: 0
38.52,passenger_alighted,2,,,Elevator_3,Remaining load: 0
39.54,passenger_boarded,3,8,UP,Elevator_2,Current load: 1
39.55,passenger_boarded,2,1,DOWN,Elevator_3,Current load: 1
39.56,elevator_moved,8,,,Elevator_1,"Direction: UP, From: F7, Passengers: 1"
39.56,passenger_alighted,8,,,Elevator_1,Remaining load: 0
39.56,elevator_moved,4,,,Elevator_2,"Direction: UP, From: F3, Passengers: 1"
39.56,elevator_moved,1,,,Elevator_3,"Direction: DOWN, From: F2, Passengers: 1"
39.56,passenger_alighted,1,,,Elevator_3,Remaining load: 0
40.60,elevator_moved,7,,,Elevator_1,"Direction: DOWN, From: F8, Passengers: 0"
40.60,elevator_moved,5,,,Elevator_2,"Direction: UP, From: F4, Passengers: 1"
40.60,elevator_moved,1,,,Elevator_3,"Direction: IDLE, From: F1, Passengers: 0"
41.61,passenger_boarded,7,2,DOWN,Elevator_1,Current load: 1
41.64,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 1"
41.64,elevator_moved,6,,,Elevator_2,"Direction: UP, From: F5, Passengers: 1"
41.64,elevator_moved,1,,,Elevator_3,"Direction: IDLE, From: F1, Passengers: 0"
42.65,passenger_boarded,6,2,DOWN,Elevator_1,Current load: 2
43.23,passenger_generated,4,7,UP,,Passenger P_3_4322
42.68,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 2"
42.68,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 1"
42.68,elevator_moved,1,,,Elevator_3,"Direction: IDLE, From: F1, Passengers: 0"
43.73,passenger_generated,2,3,UP,,Passenger P_1_4372
43.72,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 2"
43.72,elevator_moved,8,,,Elevator_2,"Direction: UP, From: F7, Passengers: 1"
43.72,passenger_alighted,8,,,Elevator_2,Remaining load: 0
43.72,elevator_moved,1,,,Elevator_3,"Direction: IDLE, From: F1, Passengers: 0"
44.74,passenger_generated,1,2,UP,,Passenger P_0_4474
44.75,passenger_boarded,1,2,UP,Elevator_3,Current load: 1
44.87,passenger_generated,7,4,DOWN,,Passenger P_6_4487
45.56,passenger_generated,1,6,UP,,Passenger P_0_4556
44.76,elevator_moved,3,,,Elevator_1,"Direction: DOWN, From: F4, Passengers: 2"
44.76,elevator_moved,8,,,Elevator_2,"Direction: IDLE, From: F8, Passengers: 0"
44.76,elevator_moved,2,,,Elevator_3,"Direction: UP, From: F1, Passengers: 1"
44.76,passenger_alighted,2,,,Elevator_3,Remaining load: 0
45.79,passenger_boarded,2,3,UP,Elevator_3,Current load: 1
45.93,passenger_generated,7,1,DOWN,,Passenger P_6_4593
46.22,passenger_generated,7,1,DOWN,,Passenger P_6_4622
45.80,elevator_moved,2,,,Elevator_1,"Direction: DOWN, From: F3, Passengers: 2"
45.80,passenger_alighted,2,,,Elevator_1,Remaining load: 0
45.80,passenger_alighted,2,,,Elevator_1,Remaining load: 0
45.80,elevator_moved,7,,,Elevator_2,"Direction: DOWN, From: F8, Passengers: 0"
45.80,elevator_moved,3,,,Elevator_3,"Direction: UP, From: F2, Passengers: 1"
45.80,passenger_alighted,3,,,Elevator_3,Remaining load: 0
46.82,passenger_boarded,7,4,DOWN,Elevator_2,Current load: 3
46.82,passenger_boarded,7,1,DOWN,Elevator_2,Current load: 3
46.82,passenger_boarded,7,1,DOWN,Elevator_2,Current load: 3
47.71,passenger_generated,7,3,DOWN,,Passenger P_6_4770
46.84,elevator_moved,1,,,Elevator_1,"Direction: DOWN, From: F2, Passengers: 0"
46.84,elevator_moved,6,,,Elevator_2,"Direction: DOWN, From: F7, Passengers: 3"
46.84,elevator_moved,4,,,Elevator_3,"Direction: UP, From: F3, Passengers: 0"
47.85,passenger_boarded,1,6,UP,Elevator_1,Current load: 1
47.87,passenger_boarded,4,7,UP,Elevator_3,Current load: 1
48.86,passenger_generated,1,5,UP,,Passenger P_0_4886
47.88,elevator_moved,2,,,Elevator_1,"Direction: UP, From: F1, Passengers: 1"
47.88,elevator_moved,5,,,Elevator_2,"Direction: DOWN, From: F6, Passengers: 3"
47.88,elevator_moved,5,,,Elevator_3,"Direction: UP, From: F4, Passengers: 1"
48.92,elevator_moved,3,,,Elevator_1,"Direction: UP, From: F2, Passengers: 1"
48.92,elevator_moved,4,,,Elevator_2,"Direction: DOWN, From: F5, Passengers: 3"
48.92,passenger_alighted,4,,,Elevator_2,Remaining load: 2
48.92,elevator_moved,6,,,Elevator_3,"Direction: UP, From: F5, Passengers: 1"
50.09,passenger_generated,6,4,DOWN,,Passenger P_5_5008
49.96,elevator_moved,4,,,Elevator_1,"Direction: UP, From: F3, Passengers: 1"
49.96,elevator_moved,3,,,Elevator_2,"Direction: DOWN, From: F4, Passengers: 2"
49.96,elevator_moved,7,,,Elevator_3,"Direction: UP, From: F6, Passengers: 1"
49.96,passenger_alighted,7,,,Elevator_3,Remaining load: 0
50.99,passenger_boarded,7,3,DOWN,Elevator_3,Current load: 1
51.22,passenger_generated,2,1,DOWN,,Passenger P_1_5122
51.31,passenger_generated,7,3,DOWN,,Passenger P_6_5130
51.00,elevator_moved,5,,,Elevator_1,"Direction: UP, From: F4, Passengers: 1"
51.00,elevator_moved,2,,,Elevator_2,"Direction: DOWN, From: F3, Passengers: 2"
51.00,elevator_moved,6,,,Elevator_3,"Direction: DOWN, From: F7, Passengers: 1"
52.02,passenger_boarded,2,1,DOWN,Elevator_2,Current load: 3
52.03,passenger_boarded,6,4,DOWN,Elevator_3,Current load: 2
52.65,passenger_generated,1,7,UP,,Passenger P_0_5264
52.04,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 1"
52.04,passenger_alighted,6,,,Elevator_1,Remaining load: 0
52.04,elevator_moved,1,,,Elevator_2,"Direction: DOWN, From: F2, Passengers: 3"
52.04,passenger_alighted,1,,,Elevator_2,Remaining load: 0
52.04,passenger_alighted,1,,,Elevator_2,Remaining load: 0
52.04,passenger_alighted,1,,,Elevator_2,Remaining load: 0
52.04,elevator_moved,5,,,Elevator_3,"Direction: DOWN, From: F6, Passengers: 2"
53.06,passenger_boarded,1,5,UP,Elevator_2,Current load: 2
53.06,passenger_boarded,1,7,UP,Elevator_2,Current load: 2
53.08,elevator_moved,7,,,Elevator_1,"Direction: UP, From: F6, Passengers: 0"
53.08,elevator_moved,2,,,Elevator_2,"Direction: UP, From: F1, Passengers: 2"
53.08,elevator_moved,4,,,Elevator_3,"Direction: DOWN, From: F5, Passengers: 2"
53.08,passenger_alighted,4,,,Elevator_3,Remaining load: 1
54.11,passenger_generated,5,4,DOWN,,Passenger P_4_5410
54.12,elevator_moved,7,,,Elevator_1,"Direction: IDLE, From: F7, Passengers: 0"
54.12,elevator_moved,3,,,Elevator_2,"Direction: UP, From: F2, Passengers: 2"
54.12,elevator_moved,3,,,Elevator_3,"Direction: DOWN, From: F4, Passengers: 1"
54.12,passenger_alighted,3,,,Elevator_3,Remaining load: 0
55.13,passenger_boarded,7,3,DOWN,Elevator_1,Current load: 1
55.68,passenger_generated,6,7,UP,,Passenger P_5_5568
55.16,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 1"
55.16,elevator_moved,4,,,Elevator_2,"Direction: UP, From: F3, Passengers: 2"
55.16,elevator_moved,2,,,Elevator_3,"Direction: DOWN, From: F3, Passengers: 0"
56.20,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 1"
56.20,elevator_moved,5,,,Elevator_2,"Direction: UP, From: F4, Passengers: 2"
56.20,passenger_alighted,5,,,Elevator_2,Remaining load: 1
56.20,elevator_moved,2,,,Elevator_3,"Direction: IDLE, From: F2, Passengers: 0"
57.21,passenger_boarded,5,4,DOWN,Elevator_1,Current load: 2
57.48,passenger_generated,8,4,DOWN,,Passenger P_7_5748
57.24,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 2"
57.24,passenger_alighted,4,,,Elevator_1,Remaining load: 1
57.24,elevator_moved,6,,,Elevator_2,"Direction: UP, From: F5, Passengers: 1"
57.24,elevator_moved,2,,,Elevator_3,"Direction: IDLE, From: F2, Passengers: 0"
58.26,passenger_boarded,6,7,UP,Elevator_2,Current load: 2
58.28,elevator_moved,3,,,Elevator_1,"Direction: DOWN, From: F4, Passengers: 1"
58.28,passenger_alighted,3,,,Elevator_1,Remaining load: 0
58.28,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 2"
58.28,passenger_alighted,7,,,Elevator_2,Remaining load: 0
